URL,Label
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=YQHsXMglC9A,negative
https://www.youtube.com/watch?v=7eMFvN_z1Xw,negative
https://www.youtube.com/watch?v=xsWYRfaJ4Jg,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=32SbFId8r5A,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=YQHsXMglC9A,negative
https://www.youtube.com/watch?v=7eMFvN_z1Xw,negative
https://www.youtube.com/watch?v=xsWYRfaJ4Jg,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=32SbFId8r5A,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=YQHsXMglC9A,negative
https://www.youtube.com/watch?v=7eMFvN_z1Xw,negative
https://www.youtube.com/watch?v=xsWYRfaJ4Jg,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=32SbFId8r5A,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=YQHsXMglC9A,negative
https://www.youtube.com/watch?v=7eMFvN_z1Xw,negative
https://www.youtube.com/watch?v=xsWYRfaJ4Jg,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=32SbFId8r5A,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=YQHsXMglC9A,negative
https://www.youtube.com/watch?v=7eMFvN_z1Xw,negative
https://www.youtube.com/watch?v=xsWYRfaJ4Jg,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=32SbFId8r5A,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=YQHsXMglC9A,negative
https://www.youtube.com/watch?v=7eMFvN_z1Xw,negative
https://www.youtube.com/watch?v=xsWYRfaJ4Jg,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=32SbFId8r5A,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=YQHsXMglC9A,negative
https://www.youtube.com/watch?v=7eMFvN_z1Xw,negative
https://www.youtube.com/watch?v=xsWYRfaJ4Jg,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=32SbFId8r5A,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=YQHsXMglC9A,negative
https://www.youtube.com/watch?v=7eMFvN_z1Xw,negative
https://www.youtube.com/watch?v=xsWYRfaJ4Jg,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=32SbFId8r5A,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=YQHsXMglC9A,negative
https://www.youtube.com/watch?v=7eMFvN_z1Xw,negative
https://www.youtube.com/watch?v=xsWYRfaJ4Jg,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=32SbFId8r5A,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=YQHsXMglC9A,negative
https://www.youtube.com/watch?v=7eMFvN_z1Xw,negative
https://www.youtube.com/watch?v=xsWYRfaJ4Jg,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=9oxTy7KIAaA,negative
https://www.youtube.com/watch?v=3yWxFdISVsU,negative
https://www.youtube.com/watch?v=5qaXIVZrZNE,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=32SbFId8r5A,negative
https://www.youtube.com/watch?v=GHJr4A_tZQ4,negative
https://www.youtube.com/watch?v=nfs8NYg7yQM,negative
https://www.youtube.com/watch?v=5MgBikGCsqY,positive
https://www.youtube.com/watch?v=7JPLDpdMg6k,positive
https://www.youtube.com/watch?v=dDQs59Q5VzI,positive
https://www.youtube.com/watch?v=Z5hbdZJ6eLU,positive
https://www.youtube.com/watch?v=43Y4fR3KqFQ,positive
https://www.youtube.com/watch?v=EH6fZ0A7MkM,positive
https://www.youtube.com/watch?v=rRraI88cHqk,positive
https://www.youtube.com/watch?v=YY8LJ0RU3ew,positive
https://www.youtube.com/watch?v=rLUmh6oeCzs,positive
https://www.youtube.com/watch?v=_X0yFkw8FhM,positive
https://www.youtube.com/watch?v=l03rD9jwhiU,positive
https://www.youtube.com/watch?v=jF0jt5G1XRU,positive
https://www.youtube.com/watch?v=SL9sJY0U4dc,positive
https://www.youtube.com/watch?v=1iKX5WzN7dI,positive
https://www.youtube.com/watch?v=qfH2C_9O2nE,positive
https://www.youtube.com/watch?v=1JrzRMnTL_A,positive
https://www.youtube.com/watch?v=sZ8XV4h_3p4,positive
https://www.youtube.com/watch?v=rD0E0dIBt4k,positive
https://www.youtube.com/watch?v=RQenLSg9XXY,positive
https://www.youtube.com/watch?v=0R4Ch6ogXUE,positive
https://www.youtube.com/watch?v=mMnV5wzE5A4,positive
https://www.youtube.com/watch?v=3zu0_LpJoxY,positive
https://www.youtube.com/watch?v=m_2C1FgtjDA,positive
https://www.youtube.com/watch?v=Yh_hRZ3vnMQ,positive
https://www.youtube.com/watch?v=U2HqP1DxoQg,positive
https://www.youtube.com/watch?v=8DgF6xNf2PY,positive
https://www.youtube.com/watch?v=B1dG0l5Jd4E,positive
https://www.youtube.com/watch?v=fpWVDR29oH4,positive
https://www.youtube.com/watch?v=JmBvSxbYB1k,positive
https://www.youtube.com/watch?v=zJk8eR2v4A4,positive
https://www.youtube.com/watch?v=Yz5GNSUP9RA,positive
https://www.youtube.com/watch?v=rDHEt9wV0OQ,positive
https://www.youtube.com/watch?v=n1uXJQ49JfI,positive
https://www.youtube.com/watch?v=6Yzx75FoeHw,positive
https://www.youtube.com/watch?v=4m3ZX6WwHHg,positive
https://www.youtube.com/watch?v=c3oB9Bqg8m0,positive
https://www.youtube.com/watch?v=7W7W2hzDZl8,positive
https://www.youtube.com/watch?v=e88wK4rHq6I,positive
https://www.youtube.com/watch?v=1EVU1IkQhDk,positive
https://www.youtube.com/watch?v=Y1H5KYy8JZc,positive
https://www.youtube.com/watch?v=8tQ94J76Wq4,positive
https://www.youtube.com/watch?v=mQ7J5D8zyGU,positive
https://www.youtube.com/watch?v=c7Av7K8bBo0,positive
https://www.youtube.com/watch?v=FPQdFYvJZ4c,positive
https://www.youtube.com/watch?v=VvN0tQ7yA4U,positive
https://www.youtube.com/watch?v=ziiEdFke1zw,positive
https://www.youtube.com/watch?v=ERclF73hyRk,positive
https://www.youtube.com/watch?v=sWzB4yKqhs8,positive
https://www.youtube.com/watch?v=4r0u4H5Z5fg,positive
https://www.youtube.com/watch?v=4-5uXb6NhKw,positive
https://www.youtube.com/watch?v=7MM9jCB93Wg,positive
https://www.youtube.com/watch?v=fvLjw-Y1g1U,positive
https://www.youtube.com/watch?v=qN9sglm2K3c,positive
https://www.youtube.com/watch?v=nqLnAx7R1tU,positive
https://www.youtube.com/watch?v=sTR61ImdPGM,positive
https://www.youtube.com/watch?v=x8BSt42H83Y,positive
https://www.youtube.com/watch?v=5d3DwL9pXfI,positive
https://www.youtube.com/watch?v=FVZp7XWp4GQ,positive
https://www.youtube.com/watch?v=lHgDdMKRTPI,positive
https://www.youtube.com/watch?v=mkxSYz1AEvU,positive
https://www.youtube.com/watch?v=x6InyicMn9A,positive
https://www.youtube.com/watch?v=nX06bDNwbF0,positive
https://www.youtube.com/watch?v=GrFfVtGnT5Y,positive
https://www.youtube.com/watch?v=5zwINPA9X3E,positive
https://www.youtube.com/watch?v=8BaH7jXk-Kc,positive
https://www.youtube.com/watch?v=TBkGyCD8xR0,positive
https://www.youtube.com/watch?v=VxH8lY9b4gk,positive
https://www.youtube.com/watch?v=6W8TT3cN25s,positive
https://www.youtube.com/watch?v=AEOn0a_SzgU,positive
https://www.youtube.com/watch?v=dZiUsU4KlKk,positive
https://www.youtube.com/watch?v=GJpQ2TtR2ik,positive
https://www.youtube.com/watch?v=J_mtn-Q-rf0,positive
https://www.youtube.com/watch?v=shkv1jE5JQg,positive
https://www.youtube.com/watch?v=3O_Hat5iU4o,positive
https://www.youtube.com/watch?v=5rXGv4lh2OY,positive
https://www.youtube.com/watch?v=dI2S9v7vYF8,positive
https://www.youtube.com/watch?v=e3gOFC0b6lA,positive
https://www.youtube.com/watch?v=fZG5P4B0I8Y,positive
https://www.youtube.com/watch?v=8khpYFSO28c,positive
https://www.youtube.com/watch?v=wIAVyUQTOos,positive
https://www.youtube.com/watch?v=8tXAN9_2MFo,positive
https://www.youtube.com/watch?v=HVnpDZ8sJHQ,positive
https://www.youtube.com/watch?v=9C0_IGuKb8c,positive
https://www.youtube.com/watch?v=13rF9Bv2T9g,positive
https://www.youtube.com/watch?v=0S0qZBZ9AKM,positive
https://www.youtube.com/watch?v=5QsESRmi0b4,positive
https://www.youtube.com/watch?v=aWk9B-pqe2M,positive
https://www.youtube.com/watch?v=1_0s4UmfSsk,positive
https://www.youtube.com/watch?v=F7m95YpsT9A,positive
https://www.youtube.com/watch?v=vIokM3o_0FY,positive
https://www.youtube.com/watch?v=U5p8NfMgE6U,positive
https://www.youtube.com/watch?v=J3tDk1ts_2k,positive
https://www.youtube.com/watch?v=tO6pVJgHFW4,positive
